id,date,store_nbr,family,sales,onpromotion
224505,2013-05-06,9,CELEBRATION,0,0
226287,2013-05-07,9,CELEBRATION,0,0
228069,2013-05-08,9,CELEBRATION,0,0
229851,2013-05-09,9,CELEBRATION,0,0
231633,2013-05-10,9,CELEBRATION,0,0
233415,2013-05-11,9,CELEBRATION,0,0
235197,2013-05-12,9,CELEBRATION,0,0
236979,2013-05-13,9,CELEBRATION,0,0
238761,2013-05-14,9,CELEBRATION,0,0
240543,2013-05-15,9,CELEBRATION,0,0
242325,2013-05-16,9,CELEBRATION,0,0
244107,2013-05-17,9,CELEBRATION,0,0
245889,2013-05-18,9,CELEBRATION,0,0
247671,2013-05-19,9,CELEBRATION,0,0
249453,2013-05-20,9,CELEBRATION,0,0
251235,2013-05-21,9,CELEBRATION,0,0
253017,2013-05-22,9,CELEBRATION,0,0
254799,2013-05-23,9,CELEBRATION,0,0
256581,2013-05-24,9,CELEBRATION,0,0
258363,2013-05-25,9,CELEBRATION,0,0
260145,2013-05-26,9,CELEBRATION,0,0
261927,2013-05-27,9,CELEBRATION,0,0
263709,2013-05-28,9,CELEBRATION,0,0
265491,2013-05-29,9,CELEBRATION,0,0
267273,2013-05-30,9,CELEBRATION,0,0
269055,2013-05-31,9,CELEBRATION,0,0
270837,2013-06-01,9,CELEBRATION,0,0
272619,2013-06-02,9,CELEBRATION,0,0
274401,2013-06-03,9,CELEBRATION,0,0
276183,2013-06-04,9,CELEBRATION,0,0
277965,2013-06-05,9,CELEBRATION,0,0
279747,2013-06-06,9,CELEBRATION,0,0
281529,2013-06-07,9,CELEBRATION,0,0
283311,2013-06-08,9,CELEBRATION,0,0
285093,2013-06-09,9,CELEBRATION,0,0
286875,2013-06-10,9,CELEBRATION,0,0
288657,2013-06-11,9,CELEBRATION,0,0
290439,2013-06-12,9,CELEBRATION,0,0
292221,2013-06-13,9,CELEBRATION,0,0
294003,2013-06-14,9,CELEBRATION,0,0
295785,2013-06-15,9,CELEBRATION,0,0
297567,2013-06-16,9,CELEBRATION,0,0
299349,2013-06-17,9,CELEBRATION,0,0
301131,2013-06-18,9,CELEBRATION,0,0
302913,2013-06-19,9,CELEBRATION,0,0
304695,2013-06-20,9,CELEBRATION,0,0
306477,2013-06-21,9,CELEBRATION,0,0
308259,2013-06-22,9,CELEBRATION,0,0
310041,2013-06-23,9,CELEBRATION,0,0
311823,2013-06-24,9,CELEBRATION,0,0
313605,2013-06-25,9,CELEBRATION,0,0
315387,2013-06-26,9,CELEBRATION,0,0
317169,2013-06-27,9,CELEBRATION,0,0
318951,2013-06-28,9,CELEBRATION,0,0
320733,2013-06-29,9,CELEBRATION,0,0
322515,2013-06-30,9,CELEBRATION,0,0
324297,2013-07-01,9,CELEBRATION,0,0
326079,2013-07-02,9,CELEBRATION,0,0
327861,2013-07-03,9,CELEBRATION,0,0
329643,2013-07-04,9,CELEBRATION,0,0
331425,2013-07-05,9,CELEBRATION,0,0
333207,2013-07-06,9,CELEBRATION,0,0
334989,2013-07-07,9,CELEBRATION,0,0
336771,2013-07-08,9,CELEBRATION,0,0
338553,2013-07-09,9,CELEBRATION,0,0
340335,2013-07-10,9,CELEBRATION,0,0
342117,2013-07-11,9,CELEBRATION,0,0
343899,2013-07-12,9,CELEBRATION,0,0
345681,2013-07-13,9,CELEBRATION,0,0
347463,2013-07-14,9,CELEBRATION,0,0
349245,2013-07-15,9,CELEBRATION,0,0
351027,2013-07-16,9,CELEBRATION,0,0
352809,2013-07-17,9,CELEBRATION,0,0
354591,2013-07-18,9,CELEBRATION,0,0
356373,2013-07-19,9,CELEBRATION,0,0
358155,2013-07-20,9,CELEBRATION,0,0
359937,2013-07-21,9,CELEBRATION,0,0
361719,2013-07-22,9,CELEBRATION,0,0
363501,2013-07-23,9,CELEBRATION,0,0
365283,2013-07-24,9,CELEBRATION,0,0
367065,2013-07-25,9,CELEBRATION,0,0
368847,2013-07-26,9,CELEBRATION,0,0
370629,2013-07-27,9,CELEBRATION,0,0
372411,2013-07-28,9,CELEBRATION,0,0
374193,2013-07-29,9,CELEBRATION,0,0
375975,2013-07-30,9,CELEBRATION,0,0
377757,2013-07-31,9,CELEBRATION,0,0
379539,2013-08-01,9,CELEBRATION,0,0
381321,2013-08-02,9,CELEBRATION,0,0
383103,2013-08-03,9,CELEBRATION,0,0
384885,2013-08-04,9,CELEBRATION,0,0
386667,2013-08-05,9,CELEBRATION,0,0
388449,2013-08-06,9,CELEBRATION,0,0
390231,2013-08-07,9,CELEBRATION,0,0
392013,2013-08-08,9,CELEBRATION,0,0
393795,2013-08-09,9,CELEBRATION,0,0
395577,2013-08-10,9,CELEBRATION,0,0
397359,2013-08-11,9,CELEBRATION,0,0
399141,2013-08-12,9,CELEBRATION,0,0
400923,2013-08-13,9,CELEBRATION,0,0
402705,2013-08-14,9,CELEBRATION,0,0
404487,2013-08-15,9,CELEBRATION,0,0
406269,2013-08-16,9,CELEBRATION,0,0
408051,2013-08-17,9,CELEBRATION,0,0
409833,2013-08-18,9,CELEBRATION,0,0
411615,2013-08-19,9,CELEBRATION,0,0
413397,2013-08-20,9,CELEBRATION,0,0
415179,2013-08-21,9,CELEBRATION,0,0
416961,2013-08-22,9,CELEBRATION,0,0
418743,2013-08-23,9,CELEBRATION,0,0
420525,2013-08-24,9,CELEBRATION,0,0
422307,2013-08-25,9,CELEBRATION,0,0
424089,2013-08-26,9,CELEBRATION,0,0
425871,2013-08-27,9,CELEBRATION,0,0
427653,2013-08-28,9,CELEBRATION,0,0
429435,2013-08-29,9,CELEBRATION,0,0
431217,2013-08-30,9,CELEBRATION,0,0
432999,2013-08-31,9,CELEBRATION,0,0
434781,2013-09-01,9,CELEBRATION,0,0
436563,2013-09-02,9,CELEBRATION,0,0
438345,2013-09-03,9,CELEBRATION,0,0
440127,2013-09-04,9,CELEBRATION,0,0
441909,2013-09-05,9,CELEBRATION,0,0
443691,2013-09-06,9,CELEBRATION,0,0
445473,2013-09-07,9,CELEBRATION,0,0
447255,2013-09-08,9,CELEBRATION,0,0
449037,2013-09-09,9,CELEBRATION,0,0
450819,2013-09-10,9,CELEBRATION,0,0
452601,2013-09-11,9,CELEBRATION,0,0
454383,2013-09-12,9,CELEBRATION,0,0
456165,2013-09-13,9,CELEBRATION,0,0
457947,2013-09-14,9,CELEBRATION,0,0
459729,2013-09-15,9,CELEBRATION,0,0
461511,2013-09-16,9,CELEBRATION,0,0
463293,2013-09-17,9,CELEBRATION,0,0
465075,2013-09-18,9,CELEBRATION,0,0
466857,2013-09-19,9,CELEBRATION,0,0
468639,2013-09-20,9,CELEBRATION,0,0
470421,2013-09-21,9,CELEBRATION,0,0
472203,2013-09-22,9,CELEBRATION,0,0
473985,2013-09-23,9,CELEBRATION,0,0
475767,2013-09-24,9,CELEBRATION,0,0
477549,2013-09-25,9,CELEBRATION,0,0
479331,2013-09-26,9,CELEBRATION,0,0
481113,2013-09-27,9,CELEBRATION,0,0
482895,2013-09-28,9,CELEBRATION,0,0
484677,2013-09-29,9,CELEBRATION,0,0
486459,2013-09-30,9,CELEBRATION,0,0
488241,2013-10-01,9,CELEBRATION,0,0
490023,2013-10-02,9,CELEBRATION,0,0
491805,2013-10-03,9,CELEBRATION,0,0
493587,2013-10-04,9,CELEBRATION,0,0
495369,2013-10-05,9,CELEBRATION,0,0
497151,2013-10-06,9,CELEBRATION,0,0
498933,2013-10-07,9,CELEBRATION,0,0
500715,2013-10-08,9,CELEBRATION,0,0
502497,2013-10-09,9,CELEBRATION,0,0
504279,2013-10-10,9,CELEBRATION,0,0
506061,2013-10-11,9,CELEBRATION,0,0
507843,2013-10-12,9,CELEBRATION,0,0
509625,2013-10-13,9,CELEBRATION,0,0
511407,2013-10-14,9,CELEBRATION,0,0
513189,2013-10-15,9,CELEBRATION,0,0
514971,2013-10-16,9,CELEBRATION,0,0
516753,2013-10-17,9,CELEBRATION,0,0
518535,2013-10-18,9,CELEBRATION,0,0
520317,2013-10-19,9,CELEBRATION,0,0
522099,2013-10-20,9,CELEBRATION,0,0
523881,2013-10-21,9,CELEBRATION,0,0
525663,2013-10-22,9,CELEBRATION,0,0
527445,2013-10-23,9,CELEBRATION,0,0
529227,2013-10-24,9,CELEBRATION,0,0
531009,2013-10-25,9,CELEBRATION,0,0
532791,2013-10-26,9,CELEBRATION,0,0
534573,2013-10-27,9,CELEBRATION,0,0
536355,2013-10-28,9,CELEBRATION,0,0
538137,2013-10-29,9,CELEBRATION,0,0
539919,2013-10-30,9,CELEBRATION,0,0
541701,2013-10-31,9,CELEBRATION,0,0
543483,2013-11-01,9,CELEBRATION,0,0
545265,2013-11-02,9,CELEBRATION,0,0
547047,2013-11-03,9,CELEBRATION,0,0
548829,2013-11-04,9,CELEBRATION,0,0
550611,2013-11-05,9,CELEBRATION,0,0
552393,2013-11-06,9,CELEBRATION,0,0
554175,2013-11-07,9,CELEBRATION,0,0
555957,2013-11-08,9,CELEBRATION,0,0
557739,2013-11-09,9,CELEBRATION,0,0
559521,2013-11-10,9,CELEBRATION,0,0
561303,2013-11-11,9,CELEBRATION,0,0
563085,2013-11-12,9,CELEBRATION,0,0
564867,2013-11-13,9,CELEBRATION,0,0
566649,2013-11-14,9,CELEBRATION,0,0
568431,2013-11-15,9,CELEBRATION,0,0
570213,2013-11-16,9,CELEBRATION,0,0
571995,2013-11-17,9,CELEBRATION,0,0
573777,2013-11-18,9,CELEBRATION,0,0
575559,2013-11-19,9,CELEBRATION,0,0
577341,2013-11-20,9,CELEBRATION,0,0
579123,2013-11-21,9,CELEBRATION,0,0
580905,2013-11-22,9,CELEBRATION,0,0
582687,2013-11-23,9,CELEBRATION,0,0
584469,2013-11-24,9,CELEBRATION,0,0
586251,2013-11-25,9,CELEBRATION,0,0
588033,2013-11-26,9,CELEBRATION,0,0
589815,2013-11-27,9,CELEBRATION,0,0
591597,2013-11-28,9,CELEBRATION,0,0
593379,2013-11-29,9,CELEBRATION,0,0
595161,2013-11-30,9,CELEBRATION,0,0
596943,2013-12-01,9,CELEBRATION,0,0
598725,2013-12-02,9,CELEBRATION,0,0
600507,2013-12-03,9,CELEBRATION,0,0
602289,2013-12-04,9,CELEBRATION,0,0
604071,2013-12-05,9,CELEBRATION,0,0
605853,2013-12-06,9,CELEBRATION,0,0
607635,2013-12-07,9,CELEBRATION,0,0
609417,2013-12-08,9,CELEBRATION,0,0
611199,2013-12-09,9,CELEBRATION,0,0
612981,2013-12-10,9,CELEBRATION,0,0
614763,2013-12-11,9,CELEBRATION,0,0
616545,2013-12-12,9,CELEBRATION,0,0
618327,2013-12-13,9,CELEBRATION,0,0
620109,2013-12-14,9,CELEBRATION,0,0
621891,2013-12-15,9,CELEBRATION,0,0
623673,2013-12-16,9,CELEBRATION,0,0
625455,2013-12-17,9,CELEBRATION,0,0
627237,2013-12-18,9,CELEBRATION,0,0
629019,2013-12-19,9,CELEBRATION,0,0
630801,2013-12-20,9,CELEBRATION,0,0
632583,2013-12-21,9,CELEBRATION,0,0
634365,2013-12-22,9,CELEBRATION,0,0
636147,2013-12-23,9,CELEBRATION,0,0
637929,2013-12-24,9,CELEBRATION,0,0
639711,2013-12-26,9,CELEBRATION,0,0
641493,2013-12-27,9,CELEBRATION,0,0
643275,2013-12-28,9,CELEBRATION,0,0
645057,2013-12-29,9,CELEBRATION,0,0
646839,2013-12-30,9,CELEBRATION,0,0
648621,2013-12-31,9,CELEBRATION,0,0
650403,2014-01-01,9,CELEBRATION,0,0
652185,2014-01-02,9,CELEBRATION,12,0
653967,2014-01-03,9,CELEBRATION,20,0
655749,2014-01-04,9,CELEBRATION,18,0
657531,2014-01-05,9,CELEBRATION,11,0
659313,2014-01-06,9,CELEBRATION,9,0
661095,2014-01-07,9,CELEBRATION,12,0
662877,2014-01-08,9,CELEBRATION,18,0
664659,2014-01-09,9,CELEBRATION,6,0
666441,2014-01-10,9,CELEBRATION,16,0
668223,2014-01-11,9,CELEBRATION,31,0
670005,2014-01-12,9,CELEBRATION,10,0
671787,2014-01-13,9,CELEBRATION,3,0
673569,2014-01-14,9,CELEBRATION,4,0
675351,2014-01-15,9,CELEBRATION,8,0
677133,2014-01-16,9,CELEBRATION,16,0
678915,2014-01-17,9,CELEBRATION,20,0
680697,2014-01-18,9,CELEBRATION,37,0
682479,2014-01-19,9,CELEBRATION,8,0
684261,2014-01-20,9,CELEBRATION,7,0
686043,2014-01-21,9,CELEBRATION,12,0
687825,2014-01-22,9,CELEBRATION,16,0
689607,2014-01-23,9,CELEBRATION,17,0
691389,2014-01-24,9,CELEBRATION,23,0
693171,2014-01-25,9,CELEBRATION,25,0
694953,2014-01-26,9,CELEBRATION,20,0
696735,2014-01-27,9,CELEBRATION,6,0
698517,2014-01-28,9,CELEBRATION,17,0
700299,2014-01-29,9,CELEBRATION,15,0
702081,2014-01-30,9,CELEBRATION,13,0
703863,2014-01-31,9,CELEBRATION,11,0
705645,2014-02-01,9,CELEBRATION,0,0
707427,2014-02-02,9,CELEBRATION,0,0
709209,2014-02-03,9,CELEBRATION,0,0
710991,2014-02-04,9,CELEBRATION,0,0
712773,2014-02-05,9,CELEBRATION,0,0
714555,2014-02-06,9,CELEBRATION,0,0
716337,2014-02-07,9,CELEBRATION,0,0
718119,2014-02-08,9,CELEBRATION,0,0
719901,2014-02-09,9,CELEBRATION,0,0
721683,2014-02-10,9,CELEBRATION,0,0
723465,2014-02-11,9,CELEBRATION,0,0
725247,2014-02-12,9,CELEBRATION,0,0
727029,2014-02-13,9,CELEBRATION,0,0
728811,2014-02-14,9,CELEBRATION,0,0
730593,2014-02-15,9,CELEBRATION,0,0
732375,2014-02-16,9,CELEBRATION,0,0
734157,2014-02-17,9,CELEBRATION,0,0
735939,2014-02-18,9,CELEBRATION,0,0
737721,2014-02-19,9,CELEBRATION,0,0
739503,2014-02-20,9,CELEBRATION,0,0
741285,2014-02-21,9,CELEBRATION,0,0
743067,2014-02-22,9,CELEBRATION,0,0
744849,2014-02-23,9,CELEBRATION,0,0
746631,2014-02-24,9,CELEBRATION,0,0
748413,2014-02-25,9,CELEBRATION,0,0
750195,2014-02-26,9,CELEBRATION,0,0
751977,2014-02-27,9,CELEBRATION,0,0
753759,2014-02-28,9,CELEBRATION,0,0
755541,2014-03-01,9,CELEBRATION,29,0
757323,2014-03-02,9,CELEBRATION,13,0
759105,2014-03-03,9,CELEBRATION,12,0
760887,2014-03-04,9,CELEBRATION,22,0
762669,2014-03-05,9,CELEBRATION,12,0
764451,2014-03-06,9,CELEBRATION,15,0
766233,2014-03-07,9,CELEBRATION,13,0
768015,2014-03-08,9,CELEBRATION,30,0
769797,2014-03-09,9,CELEBRATION,16,0
771579,2014-03-10,9,CELEBRATION,21,0
773361,2014-03-11,9,CELEBRATION,18,0
775143,2014-03-12,9,CELEBRATION,13,0
776925,2014-03-13,9,CELEBRATION,19,0
778707,2014-03-14,9,CELEBRATION,14,0
780489,2014-03-15,9,CELEBRATION,36,0
782271,2014-03-16,9,CELEBRATION,28,0
784053,2014-03-17,9,CELEBRATION,5,0
785835,2014-03-18,9,CELEBRATION,14,0
787617,2014-03-19,9,CELEBRATION,17,0
789399,2014-03-20,9,CELEBRATION,15,0
791181,2014-03-21,9,CELEBRATION,26,0
792963,2014-03-22,9,CELEBRATION,31,0
794745,2014-03-23,9,CELEBRATION,17,0
796527,2014-03-24,9,CELEBRATION,8,0
798309,2014-03-25,9,CELEBRATION,20,0
800091,2014-03-26,9,CELEBRATION,10,0
801873,2014-03-27,9,CELEBRATION,17,0
803655,2014-03-28,9,CELEBRATION,14,0
805437,2014-03-29,9,CELEBRATION,45,0
807219,2014-03-30,9,CELEBRATION,10,0
809001,2014-03-31,9,CELEBRATION,10,0
810783,2014-04-01,9,CELEBRATION,0,0
812565,2014-04-02,9,CELEBRATION,0,0
814347,2014-04-03,9,CELEBRATION,0,0
816129,2014-04-04,9,CELEBRATION,0,0
817911,2014-04-05,9,CELEBRATION,0,0
819693,2014-04-06,9,CELEBRATION,0,0
821475,2014-04-07,9,CELEBRATION,0,0
823257,2014-04-08,9,CELEBRATION,0,0
825039,2014-04-09,9,CELEBRATION,0,0
826821,2014-04-10,9,CELEBRATION,0,0
828603,2014-04-11,9,CELEBRATION,0,0
830385,2014-04-12,9,CELEBRATION,0,0
832167,2014-04-13,9,CELEBRATION,0,0
833949,2014-04-14,9,CELEBRATION,0,0
835731,2014-04-15,9,CELEBRATION,0,0
837513,2014-04-16,9,CELEBRATION,0,0
839295,2014-04-17,9,CELEBRATION,0,0
841077,2014-04-18,9,CELEBRATION,0,0
842859,2014-04-19,9,CELEBRATION,0,0
844641,2014-04-20,9,CELEBRATION,0,0
846423,2014-04-21,9,CELEBRATION,0,0
848205,2014-04-22,9,CELEBRATION,0,0
849987,2014-04-23,9,CELEBRATION,0,0
851769,2014-04-24,9,CELEBRATION,0,0
853551,2014-04-25,9,CELEBRATION,0,0
855333,2014-04-26,9,CELEBRATION,0,0
857115,2014-04-27,9,CELEBRATION,0,0
858897,2014-04-28,9,CELEBRATION,0,0
860679,2014-04-29,9,CELEBRATION,0,0
862461,2014-04-30,9,CELEBRATION,0,0
864243,2014-05-01,9,CELEBRATION,0,0
866025,2014-05-02,9,CELEBRATION,0,0
867807,2014-05-03,9,CELEBRATION,0,0
869589,2014-05-04,9,CELEBRATION,0,0
871371,2014-05-05,9,CELEBRATION,0,0
873153,2014-05-06,9,CELEBRATION,0,0
874935,2014-05-07,9,CELEBRATION,0,0
876717,2014-05-08,9,CELEBRATION,0,0
878499,2014-05-09,9,CELEBRATION,0,0
880281,2014-05-10,9,CELEBRATION,0,0
882063,2014-05-11,9,CELEBRATION,0,0
883845,2014-05-12,9,CELEBRATION,0,0
885627,2014-05-13,9,CELEBRATION,0,0
887409,2014-05-14,9,CELEBRATION,0,0
889191,2014-05-15,9,CELEBRATION,0,0
890973,2014-05-16,9,CELEBRATION,0,0
892755,2014-05-17,9,CELEBRATION,0,0
894537,2014-05-18,9,CELEBRATION,0,0
896319,2014-05-19,9,CELEBRATION,0,0
898101,2014-05-20,9,CELEBRATION,0,0
899883,2014-05-21,9,CELEBRATION,0,0
901665,2014-05-22,9,CELEBRATION,0,0
903447,2014-05-23,9,CELEBRATION,0,0
905229,2014-05-24,9,CELEBRATION,0,0
907011,2014-05-25,9,CELEBRATION,0,0
908793,2014-05-26,9,CELEBRATION,0,0
910575,2014-05-27,9,CELEBRATION,0,0
912357,2014-05-28,9,CELEBRATION,0,0
914139,2014-05-29,9,CELEBRATION,0,0
915921,2014-05-30,9,CELEBRATION,0,0
917703,2014-05-31,9,CELEBRATION,0,0
919485,2014-06-01,9,CELEBRATION,0,0
921267,2014-06-02,9,CELEBRATION,0,0
923049,2014-06-03,9,CELEBRATION,0,0
924831,2014-06-04,9,CELEBRATION,0,0
926613,2014-06-05,9,CELEBRATION,0,0
928395,2014-06-06,9,CELEBRATION,0,0
930177,2014-06-07,9,CELEBRATION,0,0
931959,2014-06-08,9,CELEBRATION,0,0
933741,2014-06-09,9,CELEBRATION,0,0
935523,2014-06-10,9,CELEBRATION,0,0
937305,2014-06-11,9,CELEBRATION,0,0
939087,2014-06-12,9,CELEBRATION,0,0
940869,2014-06-13,9,CELEBRATION,0,0
942651,2014-06-14,9,CELEBRATION,0,0
944433,2014-06-15,9,CELEBRATION,0,0
946215,2014-06-16,9,CELEBRATION,0,0
947997,2014-06-17,9,CELEBRATION,0,0
949779,2014-06-18,9,CELEBRATION,0,0
951561,2014-06-19,9,CELEBRATION,0,0
953343,2014-06-20,9,CELEBRATION,0,0
955125,2014-06-21,9,CELEBRATION,0,0
956907,2014-06-22,9,CELEBRATION,0,0
958689,2014-06-23,9,CELEBRATION,0,0
960471,2014-06-24,9,CELEBRATION,0,0
962253,2014-06-25,9,CELEBRATION,0,0
964035,2014-06-26,9,CELEBRATION,0,0
965817,2014-06-27,9,CELEBRATION,0,0
967599,2014-06-28,9,CELEBRATION,0,0
969381,2014-06-29,9,CELEBRATION,0,0
971163,2014-06-30,9,CELEBRATION,0,0
972945,2014-07-01,9,CELEBRATION,16,0
974727,2014-07-02,9,CELEBRATION,15,0
976509,2014-07-03,9,CELEBRATION,14,0
978291,2014-07-04,9,CELEBRATION,20,0
980073,2014-07-05,9,CELEBRATION,35,0
981855,2014-07-06,9,CELEBRATION,11,0
983637,2014-07-07,9,CELEBRATION,10,0
985419,2014-07-08,9,CELEBRATION,4,0
987201,2014-07-09,9,CELEBRATION,20,0
988983,2014-07-10,9,CELEBRATION,8,0
990765,2014-07-11,9,CELEBRATION,23,0
992547,2014-07-12,9,CELEBRATION,38,0
994329,2014-07-13,9,CELEBRATION,12,0
996111,2014-07-14,9,CELEBRATION,10,0
997893,2014-07-15,9,CELEBRATION,12,0
999675,2014-07-16,9,CELEBRATION,16,0
1001457,2014-07-17,9,CELEBRATION,16,0
1003239,2014-07-18,9,CELEBRATION,16,0
1005021,2014-07-19,9,CELEBRATION,14,0
1006803,2014-07-20,9,CELEBRATION,18,0
1008585,2014-07-21,9,CELEBRATION,6,0
1010367,2014-07-22,9,CELEBRATION,19,0
1012149,2014-07-23,9,CELEBRATION,10,0
1013931,2014-07-24,9,CELEBRATION,14,0
1015713,2014-07-25,9,CELEBRATION,12,0
1017495,2014-07-26,9,CELEBRATION,36,0
1019277,2014-07-27,9,CELEBRATION,12,0
1021059,2014-07-28,9,CELEBRATION,7,0
1022841,2014-07-29,9,CELEBRATION,11,0
1024623,2014-07-30,9,CELEBRATION,7,0
1026405,2014-07-31,9,CELEBRATION,17,0
1028187,2014-08-01,9,CELEBRATION,0,0
1029969,2014-08-02,9,CELEBRATION,0,0
1031751,2014-08-03,9,CELEBRATION,0,0
1033533,2014-08-04,9,CELEBRATION,0,0
